ID_compra,data,horario,categoria,preco_unitario,quantidade,frete,metodo_pagamento
1477,2023-05-27,18:58:00,Supermercado,78.9,2,9.47,Boleto
1486,2023-05-27,22:22:00,Livros,35.9,4,7.18,PIX
1494,2023-05-27,18:52:00,Tecnologia,2402.28,1,308.74,Boleto
1499,2023-05-27,16:55:00,Supermercado,32.9,3,9.87,PIX
1475,2023-05-27,20:46:00,Beleza/Saúde,142.9,1,4.29,Crédito
1489,2023-05-27,23:24:00,Supermercado,68.9,4,13.78,Boleto
1480,2023-05-27,23:29:00,Casa/Móveis,74.9,5,37.45,Boleto
1500,2023-05-27,23:31:00,Supermercado,33.9,3,6.1,Crédito
1481,2023-05-27,17:54:00,Casa/Móveis,90.9,2,14.54,Boleto
1488,2023-05-27,18:27:00,Beleza/Saúde,28.9,4,9.25,Crédito
1484,2023-05-27,22:22:00,Tecnologia,1545.25,3,0,PIX
1491,2023-05-27,17:00:00,Eletrodomésticos,1779.67,2,227.03,Crédito
1487,2023-05-27,18:55:00,Supermercado,58,1,4.64,Crédito
1490,2023-05-27,18:37:00,Casa/Móveis,163.9,2,0,Boleto
1498,2023-05-27,22:03:00,Livros,17.9,3,0,PIX
1485,2023-05-27,20:59:00,Beleza/Saúde,201.9,4,0,Boleto
1482,2023-05-27,17:20:00,Supermercado,30.9,3,8.34,PIX
1493,2023-05-27,22:27:00,Supermercado,85.9,2,13.74,Crédito
1496,2023-05-27,14:34:00,Supermercado,36.9,1,1.11,Crédito
1495,2023-05-27,21:01:00,Supermercado,65.9,4,7.91,Crédito
1479,2023-05-27,23:56:00,Beleza/Saúde,102.9,3,27.78,Crédito
1483,2023-05-27,20:23:00,Tecnologia,1699.32,3,1128.1,PIX
1502,2023-05-27,23:30:00,Livros,19.9,4,5.57,PIX
1503,2023-05-27,17:53:00,Beleza/Saúde,201.9,5,70.67,Crédito
1504,2023-05-27,22:50:00,Tecnologia,3929.97,4,1584,PIX
1501,2023-05-27,23:43:00,Beleza/Saúde,156.9,5,39.22,Boleto
1525,2023-05-28,20:26:00,Livros,43.9,1,1.32,PIX
1509,2023-05-28,16:36:00,Eletrodomésticos,815.7,1,0,Crédito
1528,2023-05-28,00:07:00,Beleza/Saúde,52.9,4,10.58,Crédito
1521,2023-05-28,14:20:00,Tecnologia,2588.74,5,1596.98,Crédito
1518,2023-05-28,21:16:00,Casa/Móveis,219.9,4,87.96,PIX
1515,2023-05-28,17:52:00,Casa/Móveis,101.9,5,0,PIX
1514,2023-05-28,22:36:00,Beleza/Saúde,238.9,4,95.56,Crédito
1506,2023-05-28,18:57:00,Beleza/Saúde,203.9,5,40.78,PIX
1531,2023-05-28,18:46:00,Beleza/Saúde,68,4,10.88,Crédito
1530,2023-05-28,14:18:00,Supermercado,64.9,1,2.6,PIX
1533,2023-05-28,18:17:00,Livros,78.9,5,0,Crédito
1517,2023-05-28,18:32:00,Supermercado,84.9,2,0,Crédito
1513,2023-05-28,18:39:00,Eletrodomésticos,2221.56,2,0,Crédito
1534,2023-05-28,22:57:00,Beleza/Saúde,130.9,3,11.78,Boleto
1511,2023-05-28,19:10:00,Livros,113.9,1,10.25,Crédito
1527,2023-05-28,21:11:00,Eletrodomésticos,1411.73,4,628.85,Crédito
1526,2023-05-28,21:21:00,Casa/Móveis,300.9,3,45.14,Crédito
1529,2023-05-28,18:30:00,Tecnologia,3397.63,1,365.6,PIX
1520,2023-05-28,21:29:00,Supermercado,61.9,3,5.57,Crédito
1535,2023-05-28,16:30:00,Supermercado,52,2,0,PIX
1524,2023-05-28,15:04:00,Casa/Móveis,44.9,5,13.47,PIX
1532,2023-05-28,20:35:00,Supermercado,68,4,10.88,Crédito
1516,2023-05-28,22:22:00,Livros,98.9,1,6.92,PIX
1523,2023-05-28,20:03:00,Beleza/Saúde,138.9,2,0,PIX
1512,2023-05-28,15:24:00,Tecnologia,3179.65,1,423.77,PIX
1505,2023-05-28,22:52:00,Supermercado,44,3,6.6,PIX
1519,2023-05-28,20:56:00,Eletrodomésticos,1913.29,5,1373.8,Crédito
1510,2023-05-28,00:24:00,Beleza/Saúde,98.9,4,0,Crédito
1522,2023-05-28,15:16:00,Casa/Móveis,22.9,5,0,Crédito
1536,2023-05-28,00:30:00,Casa/Móveis,90.9,5,31.82,Crédito
1508,2023-05-28,23:33:00,Casa/Móveis,191.9,4,76.76,Crédito
1507,2023-05-28,21:03:00,Casa/Móveis,150.9,4,0,PIX
1541,2023-05-30,18:37:00,Beleza/Saúde,39.9,1,1.2,Crédito
1538,2023-05-30,23:04:00,Casa/Móveis,130.9,4,26.18,Boleto
1537,2023-05-30,22:04:00,Casa/Móveis,13.9,4,2.78,PIX
1556,2023-05-30,21:51:00,Supermercado,89.9,5,13.48,Crédito
1539,2023-05-30,19:10:00,Beleza/Saúde,99.9,1,5,Crédito
1543,2023-05-30,00:33:00,Casa/Móveis,214,4,42.8,Crédito
1548,2023-05-30,18:01:00,Eletrodomésticos,72.37,2,18.18,Boleto
1545,2023-05-30,23:19:00,Beleza/Saúde,245.9,2,0,Crédito
1558,2023-05-30,19:36:00,Eletrodomésticos,2447.17,1,117.36,Boleto
1547,2023-05-30,00:55:00,Supermercado,85.9,5,0,Boleto
1555,2023-05-30,22:20:00,Casa/Móveis,291.9,1,8.76,Crédito
1549,2023-05-30,18:30:00,Beleza/Saúde,43.9,2,6.15,Crédito
1557,2023-05-30,00:28:00,Supermercado,79.9,4,31.96,Boleto
1551,2023-05-30,21:14:00,Supermercado,29.9,2,0,PIX
1554,2023-05-30,16:06:00,Supermercado,64.9,5,16.23,Boleto
1552,2023-05-30,17:20:00,Supermercado,90,1,3.6,Boleto
1553,2023-05-30,17:11:00,Beleza/Saúde,219.9,3,26.39,Crédito
1550,2023-05-30,18:03:00,Casa/Móveis,52.9,4,16.93,Crédito
1544,2023-05-30,18:29:00,Livros,11.9,4,2.38,Crédito
1546,2023-05-30,22:02:00,Tecnologia,1228.43,4,580.08,Crédito
1540,2023-05-30,14:04:00,Casa/Móveis,152.9,5,0,Boleto
1542,2023-05-30,22:38:00,Tecnologia,2784.84,1,595.07,Crédito
1565,2023-05-31,18:19:00,Livros,35.9,3,0,PIX
1571,2023-05-31,21:51:00,Livros,37,5,9.25,Boleto
1580,2023-05-31,17:36:00,Supermercado,66.9,5,13.38,PIX
1577,2023-05-31,19:05:00,Casa/Móveis,143.9,2,11.51,PIX
1569,2023-05-31,00:55:00,Eletrodomésticos,2399.32,2,0,PIX
1570,2023-05-31,00:03:00,Supermercado,42.9,2,4.29,PIX
1561,2023-05-31,00:00:00,Supermercado,50.9,3,4.58,PIX
1562,2023-05-31,15:49:00,Beleza/Saúde,75.9,1,3.8,Boleto
1567,2023-05-31,00:32:00,Tecnologia,2536.22,3,949.18,Crédito
1574,2023-05-31,21:48:00,Supermercado,48.9,5,14.67,PIX
1575,2023-05-31,18:54:00,Casa/Móveis,312.9,2,31.29,Crédito
1559,2023-05-31,18:06:00,Beleza/Saúde,107.9,1,1.08,Boleto
1578,2023-05-31,21:34:00,Casa/Móveis,125.9,5,31.48,Boleto
1564,2023-05-31,20:38:00,Supermercado,35.9,4,12.92,Boleto
1576,2023-05-31,21:19:00,Casa/Móveis,137.9,4,49.64,Crédito
1579,2023-05-31,23:45:00,Tecnologia,1496.22,5,1798.96,Boleto
1560,2023-05-31,17:11:00,Casa/Móveis,100.9,4,20.18,Boleto
1566,2023-05-31,23:20:00,Casa/Móveis,86,2,15.48,PIX
1568,2023-05-31,18:23:00,Livros,9.9,4,0,Boleto
1563,2023-05-31,17:19:00,Livros,26.9,2,2.15,PIX
1572,2023-05-31,17:59:00,Livros,123.9,4,24.78,Boleto
1573,2023-05-31,23:34:00,Livros,32,4,7.68,Crédito
1589,2023-06-01,19:24:00,Eletrodomésticos,920.74,3,218.39,Boleto
1587,2023-06-01,15:59:00,Casa/Móveis,15.9,1,0.64,Crédito
1581,2023-06-01,23:43:00,Supermercado,96.9,5,29.07,PIX
1595,2023-06-01,18:39:00,Supermercado,12.9,3,3.87,PIX
1583,2023-06-01,00:57:00,Eletrodomésticos,1343.99,5,534.22,Boleto
1596,2023-06-01,22:09:00,Eletrodomésticos,1807.01,5,1296.86,Crédito
1582,2023-06-01,00:10:00,Casa/Móveis,17.9,5,0,PIX
1597,2023-06-01,23:19:00,Supermercado,13.9,5,6.95,PIX
1593,2023-06-01,19:26:00,Supermercado,4,2,0.4,PIX
1586,2023-06-01,23:34:00,Casa/Móveis,8.9,1,0.53,Crédito
1594,2023-06-01,18:13:00,Supermercado,16.9,4,2.03,PIX
1592,2023-06-01,16:35:00,Livros,149.9,2,14.99,Crédito
1585,2023-06-01,16:45:00,Livros,13.9,1,0.7,Crédito
1591,2023-06-01,18:17:00,Casa/Móveis,72.9,5,29.16,Boleto
1584,2023-06-01,18:08:00,Livros,51.9,5,0,Crédito
1590,2023-06-01,00:33:00,Livros,79.9,2,0,PIX
1588,2023-06-01,18:04:00,Supermercado,43.9,1,0,Boleto
1598,2023-06-01,23:08:00,Supermercado,35.9,1,1.08,PIX
1608,2023-06-02,16:21:00,Casa/Móveis,99.9,3,20.98,PIX
1625,2023-06-02,17:36:00,Tecnologia,532.39,4,1130.89,Crédito
1603,2023-06-02,14:21:00,Beleza/Saúde,61.9,5,0,Boleto
1628,2023-06-02,18:31:00,Livros,27.9,1,1.95,PIX
1611,2023-06-02,22:48:00,Casa/Móveis,118,5,0,Crédito
1613,2023-06-02,00:31:00,Casa/Móveis,64.9,4,12.98,Crédito
1622,2023-06-02,18:53:00,Beleza/Saúde,31.9,5,11.16,PIX
1615,2023-06-02,17:53:00,Casa/Móveis,15.9,5,3.98,PIX
1627,2023-06-02,17:22:00,Supermercado,80.9,4,6.47,Crédito
1600,2023-06-02,14:23:00,Tecnologia,1182.82,3,0,Boleto
1604,2023-06-02,18:19:00,Supermercado,89.9,3,2.7,Crédito
1614,2023-06-02,22:11:00,Eletrodomésticos,2438.53,2,467.76,PIX
1617,2023-06-02,00:57:00,Casa/Móveis,163.9,1,13.11,Crédito
1606,2023-06-02,23:22:00,Casa/Móveis,243.9,4,87.8,Boleto
1620,2023-06-02,19:25:00,Casa/Móveis,95.9,2,0,PIX
1609,2023-06-02,14:43:00,Casa/Móveis,163.9,2,0,Crédito
1616,2023-06-02,17:18:00,Casa/Móveis,22,4,0,Crédito
1607,2023-06-02,19:54:00,Supermercado,30.9,2,0,PIX
1612,2023-06-02,17:19:00,Beleza/Saúde,136.9,3,45.18,Boleto
1605,2023-06-02,23:47:00,Supermercado,34.9,4,9.77,Crédito
1610,2023-06-02,00:20:00,Supermercado,64.9,2,2.6,Crédito
1618,2023-06-02,17:53:00,Beleza/Saúde,35.9,2,2.87,Crédito
1599,2023-06-02,20:53:00,Supermercado,52,1,4.16,Crédito
1601,2023-06-02,23:55:00,Eletrodomésticos,687.73,2,108.1,Crédito
1624,2023-06-02,00:33:00,Casa/Móveis,149.9,4,29.98,PIX
1623,2023-06-02,14:55:00,Livros,6,3,0,PIX
1602,2023-06-02,14:39:00,Casa/Móveis,66.9,1,3.35,Crédito
1619,2023-06-02,17:49:00,Supermercado,89.9,3,0,Boleto
1626,2023-06-02,21:14:00,Beleza/Saúde,24.9,2,4.98,Crédito
1621,2023-06-02,20:38:00,Beleza/Saúde,16.9,1,1.69,Crédito
1643,2023-06-03,00:25:00,Beleza/Saúde,236.9,5,71.07,PIX
1642,2023-06-03,18:21:00,Casa/Móveis,184.9,3,27.74,Crédito
1655,2023-06-03,22:42:00,Tecnologia,3738.16,4,2772.32,Boleto
1633,2023-06-03,17:29:00,Tecnologia,2342.75,3,1099.24,Crédito
1636,2023-06-03,21:29:00,Casa/Móveis,79.9,3,23.97,Boleto
1638,2023-06-03,00:47:00,Casa/Móveis,6.9,1,0.14,PIX
1641,2023-06-03,18:27:00,Casa/Móveis,95.9,1,4.8,PIX
1645,2023-06-03,20:01:00,Supermercado,92.9,4,29.73,PIX
1630,2023-06-03,22:11:00,Beleza/Saúde,39.9,5,0,Crédito
1639,2023-06-03,18:05:00,Supermercado,83.9,3,17.62,Crédito
1635,2023-06-03,23:52:00,Casa/Móveis,65.9,5,19.77,Crédito
1658,2023-06-03,23:50:00,Casa/Móveis,105.9,5,52.95,Boleto
1640,2023-06-03,21:41:00,Eletrodomésticos,178.03,2,26.09,Crédito
1631,2023-06-03,19:22:00,Casa/Móveis,120.9,5,18.13,Boleto
1649,2023-06-03,21:28:00,Livros,55.9,4,11.18,Crédito
1637,2023-06-03,18:12:00,Supermercado,98.9,5,0,PIX
1648,2023-06-03,19:45:00,Supermercado,37.9,5,0,Crédito
1653,2023-06-03,23:04:00,Livros,32.9,5,0,Crédito
1657,2023-06-03,18:15:00,Supermercado,51.9,2,2.08,Crédito
1634,2023-06-03,22:24:00,Supermercado,71.9,5,28.76,PIX
1629,2023-06-03,23:22:00,Beleza/Saúde,20.9,4,0,Crédito
1632,2023-06-03,23:47:00,Supermercado,71.9,5,28.76,PIX
1647,2023-06-03,23:30:00,Livros,2.9,1,0.03,Boleto
1652,2023-06-03,14:31:00,Livros,21.9,1,0.22,Crédito
1651,2023-06-03,00:54:00,Casa/Móveis,296.9,2,53.44,Crédito
1644,2023-06-03,22:40:00,Eletrodomésticos,1276.24,3,243.35,Crédito
1646,2023-06-03,23:55:00,Supermercado,79.9,1,7.99,PIX
1656,2023-06-03,15:46:00,Casa/Móveis,139.9,5,0,Crédito
1650,2023-06-03,15:38:00,Beleza/Saúde,143.9,2,0,Crédito
1654,2023-06-03,22:32:00,Eletrodomésticos,1463.38,1,0,Crédito
1668,2023-06-04,00:05:00,Tecnologia,2997.56,4,1645.18,Crédito
1662,2023-06-04,20:17:00,Livros,28.9,5,0,PIX
1661,2023-06-04,16:58:00,Casa/Móveis,34.9,5,0,PIX
1664,2023-06-04,22:39:00,Tecnologia,3590.22,5,376.6,Crédito
1665,2023-06-04,20:12:00,Supermercado,25.9,2,2.59,PIX
1669,2023-06-04,17:13:00,Supermercado,56.9,2,11.38,PIX
1666,2023-06-04,23:45:00,Casa/Móveis,146.9,4,29.38,PIX
1659,2023-06-04,22:17:00,Casa/Móveis,92.9,4,0,PIX
1674,2023-06-04,18:01:00,Livros,69.9,4,25.16,Crédito
1670,2023-06-04,15:52:00,Supermercado,5.9,5,0.88,Crédito
1671,2023-06-04,00:07:00,Beleza/Saúde,15.9,3,2.39,PIX
1672,2023-06-04,14:01:00,Casa/Móveis,232.9,2,23.29,Crédito
1667,2023-06-04,00:32:00,Casa/Móveis,38.9,1,3.11,Crédito
1673,2023-06-04,23:04:00,Supermercado,85.9,2,5.15,Crédito
1660,2023-06-04,23:25:00,Casa/Móveis,174.9,4,55.97,PIX
1663,2023-06-04,00:53:00,Livros,26.9,2,3.77,Crédito
1676,2023-06-06,22:06:00,Casa/Móveis,75.9,1,3.8,PIX
1677,2023-06-06,17:16:00,Supermercado,69.9,4,19.57,PIX
1682,2023-06-06,17:02:00,Supermercado,28.9,4,4.62,Crédito
1685,2023-06-06,00:50:00,Supermercado,2.9,2,0.29,Crédito
1679,2023-06-06,22:35:00,Casa/Móveis,65.9,3,15.82,Crédito
1686,2023-06-06,16:25:00,Livros,31.9,5,0,Crédito
1678,2023-06-06,14:38:00,Tecnologia,3611.32,3,226.68,Crédito
1680,2023-06-06,20:44:00,Livros,45.9,2,8.26,Crédito
1688,2023-06-06,22:04:00,Eletrodomésticos,1175.56,1,186.59,Crédito
1690,2023-06-06,23:04:00,Livros,42,2,8.4,PIX
1687,2023-06-06,15:26:00,Supermercado,60.9,2,9.74,Crédito
1675,2023-06-06,18:03:00,Casa/Móveis,130.9,4,41.89,Crédito
1684,2023-06-06,23:54:00,Casa/Móveis,323,3,0,Crédito
1689,2023-06-06,17:11:00,Casa/Móveis,308,1,9.24,PIX
1683,2023-06-06,17:37:00,Casa/Móveis,105.9,4,0,Crédito
1681,2023-06-06,16:15:00,Livros,38.9,3,7,PIX
1720,2023-06-07,17:14:00,Livros,114.9,1,11.49,PIX
1712,2023-06-07,20:21:00,Livros,15,3,1.8,Crédito
1705,2023-06-07,21:02:00,Livros,17.9,4,5.01,Crédito
1716,2023-06-07,15:16:00,Supermercado,57.9,2,0,Crédito
1704,2023-06-07,18:01:00,Casa/Móveis,113.9,4,0,Boleto
1700,2023-06-07,17:50:00,Tecnologia,2393.52,3,1849.47,PIX
1718,2023-06-07,16:15:00,Beleza/Saúde,203.9,2,20.39,Crédito
1691,2023-06-07,14:17:00,Casa/Móveis,186.9,3,44.86,Boleto
1701,2023-06-07,00:37:00,Beleza/Saúde,246.9,1,0,Crédito
1714,2023-06-07,17:17:00,Beleza/Saúde,15.9,1,0,Crédito
1695,2023-06-07,23:39:00,Supermercado,22.9,2,1.83,Crédito
1694,2023-06-07,19:17:00,Supermercado,78.9,2,12.62,Crédito
1717,2023-06-07,00:55:00,Casa/Móveis,110.9,5,0,Crédito
1703,2023-06-07,16:58:00,Supermercado,20.9,1,0.84,Crédito
1697,2023-06-07,14:15:00,Beleza/Saúde,37,5,0,Crédito
1706,2023-06-07,18:42:00,Tecnologia,1521.61,1,413.51,Crédito
1715,2023-06-07,14:21:00,Casa/Móveis,150.9,1,10.56,Crédito
1698,2023-06-07,00:15:00,Supermercado,89.9,1,0,PIX
1709,2023-06-07,21:51:00,Supermercado,76.9,2,10.77,Crédito
1710,2023-06-07,15:53:00,Livros,41.9,2,4.19,Crédito
1708,2023-06-07,20:48:00,Casa/Móveis,62.9,4,20.13,Crédito
1702,2023-06-07,18:45:00,Livros,21.9,3,5.26,Crédito
1693,2023-06-07,18:28:00,Casa/Móveis,178.9,4,0,PIX
1713,2023-06-07,00:32:00,Eletrodomésticos,622.41,2,0,Boleto
1719,2023-06-07,21:30:00,Supermercado,35.9,1,1.44,Crédito
1692,2023-06-07,15:08:00,Casa/Móveis,51.9,4,2.08,Crédito
1707,2023-06-07,22:55:00,Beleza/Saúde,208.9,2,20.89,Crédito
1711,2023-06-07,21:27:00,Livros,54.9,3,8.24,Boleto
1699,2023-06-07,18:29:00,Supermercado,21.9,4,6.13,Crédito
1696,2023-06-07,21:23:00,Eletrodomésticos,2299.87,3,0,Boleto
1731,2023-06-08,21:51:00,Livros,102.9,2,14.41,PIX
1738,2023-06-08,23:59:00,Beleza/Saúde,78.9,1,2.37,PIX
1737,2023-06-08,23:47:00,Supermercado,59.9,1,2.4,Crédito
1732,2023-06-08,20:00:00,Supermercado,35.9,4,0,Crédito
1735,2023-06-08,22:49:00,Casa/Móveis,42.9,5,4.29,Boleto
1729,2023-06-08,21:56:00,Livros,7.9,1,0.71,Crédito
1728,2023-06-08,18:51:00,Supermercado,81.9,2,16.38,Crédito
1734,2023-06-08,18:00:00,Supermercado,62.9,4,0,Crédito
1730,2023-06-08,22:37:00,Supermercado,94,3,0,Crédito
1725,2023-06-08,18:32:00,Livros,2.9,4,0,Crédito
1722,2023-06-08,17:23:00,Livros,39.9,3,5.98,PIX
1727,2023-06-08,17:26:00,Eletrodomésticos,1544.11,4,0,Boleto
1724,2023-06-08,00:04:00,Beleza/Saúde,70.9,5,0,Crédito
1736,2023-06-08,23:49:00,Beleza/Saúde,75.9,1,7.59,PIX
1723,2023-06-08,23:51:00,Tecnologia,3625.23,2,1362.94,Boleto
1721,2023-06-08,00:44:00,Casa/Móveis,195.9,4,0,PIX
1726,2023-06-08,15:32:00,Livros,13.9,5,3.48,Crédito
1733,2023-06-08,18:35:00,Livros,36.9,3,4.43,Crédito
1747,2023-06-09,23:31:00,Supermercado,27.9,2,2.79,PIX
1753,2023-06-09,19:40:00,Beleza/Saúde,245.9,2,39.34,PIX
1745,2023-06-09,16:58:00,Beleza/Saúde,193.9,1,7.76,Crédito
1744,2023-06-09,20:44:00,Tecnologia,3701.4,5,765.89,Crédito
1751,2023-06-09,14:11:00,Supermercado,11.9,4,0.95,Crédito
1752,2023-06-09,20:52:00,Supermercado,82.9,4,29.84,Crédito
1741,2023-06-09,00:55:00,Beleza/Saúde,127.9,3,19.19,Crédito
1749,2023-06-09,17:21:00,Eletrodomésticos,1709.44,2,599.48,PIX
1742,2023-06-09,15:35:00,Tecnologia,1793.86,4,0,Crédito
1755,2023-06-09,17:45:00,Livros,114.9,3,0,Boleto
1743,2023-06-09,18:48:00,Livros,29.9,5,0,PIX
1746,2023-06-09,21:21:00,Eletrodomésticos,2215.35,1,0,Crédito
1748,2023-06-09,21:55:00,Supermercado,39.9,1,3.19,PIX
1756,2023-06-09,20:01:00,Casa/Móveis,197.9,5,69.26,Crédito
1757,2023-06-09,20:04:00,Tecnologia,1627.54,4,1269.58,Boleto
1740,2023-06-09,21:30:00,Casa/Móveis,67.9,1,3.4,PIX
1758,2023-06-09,00:19:00,Livros,31.9,2,4.47,PIX
1739,2023-06-09,23:46:00,Casa/Móveis,269.9,2,21.59,Crédito
1750,2023-06-09,22:07:00,Eletrodomésticos,2193.59,2,560.62,Crédito
1754,2023-06-09,18:33:00,Casa/Móveis,53.9,3,0,PIX
1763,2023-06-10,22:23:00,Livros,5.9,1,0.35,Boleto
1783,2023-06-10,22:15:00,Beleza/Saúde,237.9,4,0,PIX
1778,2023-06-10,15:56:00,Tecnologia,2350.72,2,978.56,Boleto
1762,2023-06-10,19:09:00,Beleza/Saúde,201.9,3,0,Boleto
1782,2023-06-10,23:36:00,Supermercado,71.9,5,21.57,Crédito
1761,2023-06-10,16:36:00,Tecnologia,648.03,3,1126.17,Boleto
1775,2023-06-10,15:16:00,Casa/Móveis,103.9,4,12.47,PIX
1779,2023-06-10,15:43:00,Beleza/Saúde,247.9,4,19.83,Crédito
1759,2023-06-10,18:16:00,Livros,31.9,1,1.6,PIX
1774,2023-06-10,23:50:00,Livros,138.9,1,0,Crédito
1768,2023-06-10,22:56:00,Beleza/Saúde,75.9,4,0,PIX
1784,2023-06-10,18:45:00,Beleza/Saúde,154.9,4,43.37,PIX
1760,2023-06-10,23:05:00,Beleza/Saúde,48.9,3,7.34,Crédito
1764,2023-06-10,23:50:00,Supermercado,80.9,5,0,PIX
1766,2023-06-10,23:25:00,Supermercado,31.9,1,0,PIX
1776,2023-06-10,15:32:00,Beleza/Saúde,153.9,2,18.47,Boleto
1767,2023-06-10,17:13:00,Casa/Móveis,192.9,2,3.86,Crédito
1771,2023-06-10,00:04:00,Livros,56.9,2,5.69,Boleto
1769,2023-06-10,16:15:00,Livros,17.9,3,1.07,Crédito
1777,2023-06-10,14:08:00,Livros,47,4,0,PIX
1773,2023-06-10,20:16:00,Casa/Móveis,132.9,2,18.61,Crédito
1770,2023-06-10,23:45:00,Supermercado,43.9,3,5.27,PIX
1781,2023-06-10,16:04:00,Casa/Móveis,144.9,2,28.98,Boleto
1780,2023-06-10,18:52:00,Beleza/Saúde,77.9,2,0,PIX
1772,2023-06-10,23:18:00,Livros,75.9,4,6.07,PIX
1765,2023-06-10,17:55:00,Casa/Móveis,110.9,2,11.09,PIX
1803,2023-06-11,19:44:00,Casa/Móveis,9.9,5,4.95,Boleto
1799,2023-06-11,16:07:00,Tecnologia,879.93,1,266.15,PIX
1802,2023-06-11,18:46:00,Casa/Móveis,200.9,5,60.27,PIX
1797,2023-06-11,19:05:00,Tecnologia,1741.34,4,1083.98,Boleto
1794,2023-06-11,21:40:00,Tecnologia,1013.87,5,1376.67,PIX
1801,2023-06-11,18:46:00,Livros,37,1,2.22,PIX
1787,2023-06-11,14:41:00,Tecnologia,1380.67,5,2003.16,Crédito
1796,2023-06-11,17:59:00,Casa/Móveis,214.9,4,0,PIX
1806,2023-06-11,20:36:00,Supermercado,96.9,3,17.44,PIX
1785,2023-06-11,18:52:00,Casa/Móveis,123.9,1,0,Boleto
1795,2023-06-11,23:16:00,Supermercado,49.9,3,10.48,PIX
1786,2023-06-11,14:11:00,Beleza/Saúde,132.9,5,0,PIX
1791,2023-06-11,17:44:00,Casa/Móveis,137.9,3,20.68,Crédito
1800,2023-06-11,22:11:00,Livros,18.9,1,1.32,Crédito
1792,2023-06-11,18:03:00,Livros,108.9,2,17.42,PIX
1789,2023-06-11,21:42:00,Livros,45.9,2,9.18,PIX
1793,2023-06-11,14:49:00,Eletrodomésticos,2343.38,3,0,PIX
1804,2023-06-11,18:59:00,Beleza/Saúde,45.9,2,0,PIX
1788,2023-06-11,14:11:00,Eletrodomésticos,1819.44,1,290.19,PIX
1798,2023-06-11,21:29:00,Supermercado,90.9,3,13.64,PIX
1805,2023-06-11,22:14:00,Casa/Móveis,98.9,5,9.89,Crédito
1790,2023-06-11,15:09:00,Supermercado,60.9,1,2.44,PIX
1818,2023-06-13,18:27:00,Livros,137,4,10.96,Crédito
1813,2023-06-13,17:03:00,Livros,34.9,5,3.49,PIX
1811,2023-06-13,14:17:00,Beleza/Saúde,200,4,72,Crédito
1814,2023-06-13,23:55:00,Livros,28.9,3,4.34,Crédito
1819,2023-06-13,00:41:00,Casa/Móveis,51.9,4,6.23,Crédito
1824,2023-06-13,00:52:00,Casa/Móveis,20.9,2,0,Crédito
1807,2023-06-13,21:40:00,Livros,6.9,1,0.62,Crédito
1815,2023-06-13,00:45:00,Supermercado,44.9,5,17.96,Crédito
1823,2023-06-13,22:09:00,Casa/Móveis,162.9,4,0,Crédito
1820,2023-06-13,19:37:00,Supermercado,56.9,1,5.69,Boleto
1809,2023-06-13,17:15:00,Casa/Móveis,154.9,2,12.39,Boleto
1812,2023-06-13,22:53:00,Casa/Móveis,177.9,3,26.68,Crédito
1821,2023-06-13,17:19:00,Livros,6.9,5,2.42,Crédito
1808,2023-06-13,18:04:00,Livros,64.9,2,5.19,Boleto
1817,2023-06-13,19:32:00,Casa/Móveis,329.9,1,3.3,Crédito
1816,2023-06-13,16:03:00,Supermercado,61.9,1,0,PIX
1810,2023-06-13,18:54:00,Supermercado,84.9,5,42.45,Boleto
1822,2023-06-13,16:14:00,Beleza/Saúde,200.9,4,0,PIX
1830,2023-06-14,22:29:00,Eletrodomésticos,500.6,2,93.59,Crédito
1841,2023-06-14,18:44:00,Casa/Móveis,16.9,3,1.52,PIX
1840,2023-06-14,20:31:00,Casa/Móveis,135.9,5,0,Crédito
1833,2023-06-14,17:46:00,Beleza/Saúde,206.9,1,0,Boleto
1829,2023-06-14,18:56:00,Livros,64.9,1,0.65,Crédito
1834,2023-06-14,22:18:00,Casa/Móveis,124,4,14.88,Boleto
1825,2023-06-14,16:51:00,Casa/Móveis,149.9,5,59.96,Crédito
1836,2023-06-14,22:26:00,Eletrodomésticos,2229.02,1,213.65,PIX
1826,2023-06-14,23:15:00,Beleza/Saúde,179.9,2,7.2,PIX
1838,2023-06-14,17:27:00,Supermercado,33.9,5,15.26,Crédito
1828,2023-06-14,22:53:00,Casa/Móveis,18.9,1,0,Boleto
1837,2023-06-14,18:29:00,Supermercado,11.9,2,0,Crédito
1842,2023-06-14,23:43:00,Beleza/Saúde,73.9,4,20.69,PIX
1832,2023-06-14,17:22:00,Eletrodomésticos,610.6,3,114.83,Crédito
1835,2023-06-14,21:54:00,Tecnologia,1363.16,2,897.82,Crédito
1839,2023-06-14,18:49:00,Livros,36.9,4,1.48,Crédito
1831,2023-06-14,19:26:00,Supermercado,91.9,4,18.38,PIX
1827,2023-06-14,15:16:00,Eletrodomésticos,194.81,4,0,Crédito
1865,2023-06-15,18:07:00,Tecnologia,1620.53,1,211.28,Crédito
1847,2023-06-15,22:13:00,Eletrodomésticos,309.79,3,0,Crédito
1849,2023-06-15,22:07:00,Casa/Móveis,158.9,4,38.14,PIX
1852,2023-06-15,22:51:00,Supermercado,50.9,5,7.64,Crédito
1858,2023-06-15,23:06:00,Supermercado,72.9,2,0,PIX
1866,2023-06-15,17:32:00,Supermercado,88.9,2,14.22,PIX
1848,2023-06-15,17:54:00,Beleza/Saúde,28.9,4,5.78,Crédito
